site_name,Park_Type,Shape_Length,Shape_Area
FATHER WHELIHAN ELEM & JR,NEIGHBOURHOOD PARK,883.639647546419155,42453.076090152855613
MIDSUN JR HIGH; FISHCREEK SCHOOL,COMMUNITY PARK,1140.144927834286591,83778.335268575247028
,SUBNEIGHBOURHOOD PARK,195.682734274773225,2230.205529596367342
,SUBNEIGHBOURHOOD PARK,175.828101493674126,1887.197000678394943
,SUBNEIGHBOURHOOD PARK,113.349879497883578,930.872567295813838
,SUBNEIGHBOURHOOD PARK,233.478361728502563,2163.487628005247188
,SUBNEIGHBOURHOOD PARK,254.897403689564555,3585.823339908765774
,SUBNEIGHBOURHOOD PARK,205.766228353808089,2238.960648032903009
,LINEAR PARK,116.819558531413051,760.526785345472263
,SUBNEIGHBOURHOOD PARK,289.052010549184786,2372.602824871991743
,SUBNEIGHBOURHOOD PARK,198.743999497671837,2288.309377990748544
,COMMUNITY PARK,3553.694567002994518,110509.382430362340529
,SUBNEIGHBOURHOOD PARK,145.053275553247715,1492.574685111226472
,NEIGHBOURHOOD PARK,1090.022703832102707,35283.674196262443729
,SUBNEIGHBOURHOOD PARK,184.761344557255825,1142.898543439800051
,SUBNEIGHBOURHOOD PARK,204.165801219106896,2115.841586669770095
,SUBNEIGHBOURHOOD PARK,244.563193582910600,2677.879727068043849
DR. FREDA MILLER SCHOOL,COMMUNITY PARK,1361.923829048916787,80448.275082738604397
,SUBNEIGHBOURHOOD PARK,196.789928044765333,2286.276068998309256
,SUBNEIGHBOURHOOD PARK,198.072204689107934,2189.573398115272084
,SUBNEIGHBOURHOOD PARK,204.022382513743111,1240.746766826260227
,SUBNEIGHBOURHOOD PARK,234.439118496445190,2258.644307352921714
,SUBNEIGHBOURHOOD PARK,133.740241546165663,1124.066856901110214
,SUBNEIGHBOURHOOD PARK,190.454630219893630,2266.134585577828148
,LINEAR PARK,89.300570633756976,320.466038176888901
,SUBNEIGHBOURHOOD PARK,244.146685707506123,3273.955150370818046
,LINEAR PARK,86.434239660726618,305.107876249093579
,SUBNEIGHBOURHOOD PARK,222.528178851268450,2240.505241371462489
,SUBNEIGHBOURHOOD PARK,195.045585876858439,2222.474023617940020
,SUBNEIGHBOURHOOD PARK,185.522871356702836,2149.797970617406008
,NEIGHBOURHOOD PARK,908.323613022256609,41720.207458396784205
,SUBNEIGHBOURHOOD PARK,247.761673044526987,3180.183457357970838
ROYAL OAK SCHOOL; WILLIAM D PRATT SCHOOL; ROCKY RIDGE ROYAL OAK COMMUNITY ASSOC,COMMUNITY PARK,2074.666275002124621,109199.304078397690319
,SUBNEIGHBOURHOOD PARK,298.462338485629061,3189.656813109202631
,SUBNEIGHBOURHOOD PARK,217.736831612295816,2117.953889435931615
ST ISABELLA ELEMENTARY JUNIOR HIGH SCHOOL,NEIGHBOURHOOD PARK,904.314042161231669,39983.338662074791500
,SUBNEIGHBOURHOOD PARK,340.473449122541808,2968.511660465778277
,SUBNEIGHBOURHOOD PARK,216.591829017085729,2093.043161372168925
,SUBNEIGHBOURHOOD PARK,351.336265108850682,2083.006907328336183
,SUBNEIGHBOURHOOD PARK,193.624909313432937,2287.471672054090050
,NEIGHBOURHOOD PARK,779.876199091103558,30105.826704142626113
,SUBNEIGHBOURHOOD PARK,208.371326523162310,2597.536340863208352
,SUBNEIGHBOURHOOD PARK,178.245146449512589,1919.595449945463542
,SUBNEIGHBOURHOOD PARK,217.503623115840639,2635.912342834544688
,SUBNEIGHBOURHOOD PARK,209.966141653638942,2870.301143807088465
,NON-PARK,485.173863843894424,5756.822158353361374
,SUBNEIGHBOURHOOD PARK,191.012976610311199,2359.576535629501450
,SUBNEIGHBOURHOOD PARK,202.767010214906747,2479.145932872837875
,DISTRICT PARK,4336.726250327224989,150233.155958141287556
ASCENSION OF OUR LORD ELEM & JR HIGH,DISTRICT PARK,3337.238320174815271,206937.302287321421318
,COMMUNITY PARK,1151.483834326832721,83835.607449179195100
CENTENNIAL HIGH SCHOOL,COMMUNITY PARK,1188.624440617799337,86408.373211700323736
SUNDANCE ELEM,NEIGHBOURHOOD PARK,820.641731238693296,39095.088292263571930
,SUBNEIGHBOURHOOD PARK,290.087705315866515,3624.679659605259076
,LINEAR PARK,188.422457721083987,1197.814506223817943
,LINEAR PARK,113.603171413331708,672.038643631143600
,SUBNEIGHBOURHOOD PARK,210.113994057361595,2225.545872431467160
,SUBNEIGHBOURHOOD PARK,193.806879298404283,2375.192866195613533
,NEIGHBOURHOOD PARK,901.970791275631314,42729.119323504331987
FRANCOPHONE ECOLE DU NOUVEAU MONDE ELEM; SCENIC ACRES RAVINE,COMMUNITY PARK,2000.887133190354234,95793.825750987147330
DR GORDON HIGGINS JR HIGH; ST RUPERT ELEM,COMMUNITY PARK,1470.997027408232725,62514.507748373849608
HUGH A BENNETT SCHOOL,COMMUNITY PARK,952.590141912932268,41919.681756656849757
VILLAGE SQUARE LEISURE CENTRE,NEIGHBOURHOOD PARK,814.823150506335082,31301.273147869931563
,LINEAR PARK,125.798003761327266,664.258226427537807
PUMPHOUSE THEATRE DEPOT,PARKS DEPOT,748.661818276305553,16551.261863695061038
,NEIGHBOURHOOD PARK,3761.944327680184870,31072.141980674939987
,SUBNEIGHBOURHOOD PARK,205.323207028237135,2398.758972954112778
,SUBNEIGHBOURHOOD PARK,780.288580414274293,1234.771894255832876
ST PHILIP ELEM,NEIGHBOURHOOD PARK,640.828280573050051,25305.289230444857822
,SUBNEIGHBOURHOOD PARK,200.853897023593930,2285.989787202110620
,COMMUNITY PARK,2423.040986848011016,70998.265896114375209
SADDLE RIDGE SCHOOL,COMMUNITY PARK,858.154368232147135,46573.318959681513661
,SUBNEIGHBOURHOOD PARK,231.808938056718915,2796.676324594303878
,SUBNEIGHBOURHOOD PARK,198.048416257495944,2260.474102987819151
,SUBNEIGHBOURHOOD PARK,233.317179618684690,2347.375195636615899
,SUBNEIGHBOURHOOD PARK,133.787745844454719,1113.481403879018899
,SUBNEIGHBOURHOOD PARK,131.776465615021976,1106.436236091634100
,SUBNEIGHBOURHOOD PARK,141.958024498996195,1221.261373404479627
,SUBNEIGHBOURHOOD PARK,149.506424155372287,1415.679588029607203
,SUBNEIGHBOURHOOD PARK,130.807698510189766,1066.686406944199462
,SUBNEIGHBOURHOOD PARK,196.027542816687742,2357.018938863872791
,SUBNEIGHBOURHOOD PARK,137.625152513388514,1182.036629280978104
,NEIGHBOURHOOD PARK,1335.821267370512942,44603.613879485761572
,SUBNEIGHBOURHOOD PARK,1100.547716225960812,6071.614085407783023
BEARSPAW NATURAL AREA,DISTRICT PARK,5211.807869618461154,635368.064305243315175
,DISTRICT PARK,4907.502970235084831,186752.289216872915858
,SUBNEIGHBOURHOOD PARK,168.715632848910872,1476.386250539572075
,SUBNEIGHBOURHOOD PARK,131.683203201434111,1262.674489829292270
SIMONS VALLEY ELEM; MONSIGNOR NEVIILLE ANDERSON ELEM; SANDSTONE MACEWAN COMMUNITY ASSOC,COMMUNITY PARK,1381.636566129867788,102541.936915386613691
ST BASIL SCHOOL,COMMUNITY PARK,1054.475416157667269,53027.187994677027746
,SUBNEIGHBOURHOOD PARK,262.510277393312776,1483.304179531058480
,SUBNEIGHBOURHOOD PARK,185.334917247206135,2133.092254327627870
,SUBNEIGHBOURHOOD PARK,191.376945610914078,2253.358909891339863
,SUBNEIGHBOURHOOD PARK,181.740474914822812,2061.444279661253859
,SUBNEIGHBOURHOOD PARK,457.543150434607639,2507.424105276783393
GRIFFITH WOODS SCHOOL,NEIGHBOURHOOD PARK,880.702057081297312,38761.074681564226921
,SUBNEIGHBOURHOOD PARK,64.238980516575552,300.179538850171127
,SUBNEIGHBOURHOOD PARK,265.020443372936654,2835.276514024640164
,SUBNEIGHBOURHOOD PARK,203.760251092256198,2267.160977528733838
,SUBNEIGHBOURHOOD PARK,184.306195741092466,2010.663630334385289
,NEIGHBOURHOOD PARK,777.693570156935721,36386.936385028704535
,SUBNEIGHBOURHOOD PARK,191.790102515542998,2148.896332476067073
,SUBNEIGHBOURHOOD PARK,1412.350879107094670,3983.103874950646514
,NON-PARK,126.395256195869308,613.368474134021312
,SUBNEIGHBOURHOOD PARK,197.198633845772662,2268.205662496898640
,SUBNEIGHBOURHOOD PARK,199.715150175471621,2260.706906045003507
,COMMUNITY PARK,1877.152831363311407,55297.375333361429512
SUNNYSIDE COMMUNITY GARDEN,SUBNEIGHBOURHOOD PARK,119.902452562246282,724.626419108586447
,SUBNEIGHBOURHOOD PARK,201.546648048758613,2320.917847155350046
,SUBNEIGHBOURHOOD PARK,127.709460185832199,1065.207640320235214
,SUBNEIGHBOURHOOD PARK,168.941267225818706,1722.253094898023846
,SUBNEIGHBOURHOOD PARK,139.947388364838787,1151.687065774683560
,SUBNEIGHBOURHOOD PARK,156.680751036893923,1153.267929902710875
GUY WEADICK ELEM SCHOOL,NEIGHBOURHOOD PARK,759.931846562171700,34733.886816456557426
,SUBNEIGHBOURHOOD PARK,227.677873917479957,2793.286161677283872
,DISTRICT PARK,4286.999494106584280,170816.134413870953722
,DISTRICT PARK,3668.505892730541746,156529.938823382486589
NOTRE DAME SR HIGH; VIVO RECREATION CENTRE,DISTRICT PARK,3306.157052187817499,324790.295443967101164
,LINEAR PARK,91.676936632494815,344.799106463219630
,SUBNEIGHBOURHOOD PARK,507.265629478662845,3473.921938212005443
,SUBNEIGHBOURHOOD PARK,207.792656393127373,2561.394711518045369
,SUBNEIGHBOURHOOD PARK,349.786334126462009,1510.394483387873834
,SUBNEIGHBOURHOOD PARK,139.559612760968406,1198.972251883002400
,SUBNEIGHBOURHOOD PARK,130.123711841943617,1054.001552636249926
,SUBNEIGHBOURHOOD PARK,129.545228470644616,1045.959716565229655
,SUBNEIGHBOURHOOD PARK,124.609093325285727,955.113617675644605
PRINCE OF PEACE ELEM & JR HIGH,COMMUNITY PARK,1294.688784224071242,68082.279157620534534
,SUBNEIGHBOURHOOD PARK,353.023702999282420,4409.844899324247308
ROBERT THIRSK SR HIGH; CROWFOOT PLAYFIELDS; CROWFOOT LIBRARY; CROWFOOT YMCA,DISTRICT PARK,2499.593257187642394,214187.804188532085391
,NEIGHBOURHOOD PARK,776.380005314545201,21981.660736857851589
,SUBNEIGHBOURHOOD PARK,142.729986883227042,1351.628513545870646
,NEIGHBOURHOOD PARK,1181.566784769908509,44838.342248484972515
,DISTRICT PARK,3835.224226232343426,484091.042796362191439
SHOULDICE ATHLETIC PARK,REGIONAL PARK,6337.503893584125763,513062.037475542572793
,SUBNEIGHBOURHOOD PARK,274.254162934442718,2558.041206276140201
,SUBNEIGHBOURHOOD PARK,195.577304249013878,1465.204926423398547
,SUBNEIGHBOURHOOD PARK,127.327808299211213,1005.897426399714050
,LINEAR PARK,197.764012394256753,1260.951483134434966
,SUBNEIGHBOURHOOD PARK,115.341044089378499,794.366358519939240
,SUBNEIGHBOURHOOD PARK,130.644712645562890,1052.582201000054511
,COMMUNITY PARK,1788.180111387658371,55031.918367716520152
,LINEAR PARK,380.705856481475678,1803.343873922048488
WILMA HANSEN JR HIGH; QUEENSLAND DOWNS ELEM,COMMUNITY PARK,1223.420261963384746,86988.070631479888107
,SUBNEIGHBOURHOOD PARK,217.838690819262098,2991.400368614692979
,COMMUNITY PARK,1704.172908091927411,65561.684113068709848
,SUBNEIGHBOURHOOD PARK,144.840994591047405,1303.520250617715874
,SUBNEIGHBOURHOOD PARK,142.292497599393926,1318.348318369816070
,LINEAR PARK,98.188785076419336,523.040847814933613
,SUBNEIGHBOURHOOD PARK,88.535916557166800,457.155420950955317
,SUBNEIGHBOURHOOD PARK,250.802992172514308,3941.039313861008395
,SUBNEIGHBOURHOOD PARK,318.123802413571923,2999.145301687295614
,SUBNEIGHBOURHOOD PARK,208.129639041810776,2296.228391567074141
,SUBNEIGHBOURHOOD PARK,264.739627338952914,2257.329170135309141
,LINEAR PARK,93.467325317695369,309.970256518255553
,SUBNEIGHBOURHOOD PARK,234.982371466293699,3510.815658533867918
,COMMUNITY PARK,4872.858109222857820,86716.393873004199122
,NEIGHBOURHOOD PARK,1053.983607146088389,46951.660323945667187
,SUBNEIGHBOURHOOD PARK,100.110003188183441,503.274085186440971
BOW TO BLUFF CORRIDOR,NON-PARK,101.344401212433013,507.797590999686406
,LINEAR PARK,97.478399598304151,401.795203538568273
ST SYLVESTER ELEM SCHOOL,NEIGHBOURHOOD PARK,762.538460913500217,33888.663157684612088
,SUBNEIGHBOURHOOD PARK,209.394852116049634,2379.748596936190097
,SUBNEIGHBOURHOOD PARK,1115.101308877868178,2360.380451100391838
,COMMUNITY PARK,1852.343253356728610,72352.668089880273328
COPPERFIELD ELEM,NEIGHBOURHOOD PARK,994.657345304065188,43743.383012699465326
,COMMUNITY PARK,1289.002164320648035,80013.300754490206600
,COMMUNITY PARK,1652.489345981285851,60145.501680640576524
SOMERSET SCHOOL,COMMUNITY PARK,870.280105578116832,44223.517740767340001
,NEIGHBOURHOOD PARK,1958.023333607265840,34957.708454071464075
,SUBNEIGHBOURHOOD PARK,134.357427100966191,1121.729613126270351
,SUBNEIGHBOURHOOD PARK,130.543357550653440,1057.761563758414695
,SUBNEIGHBOURHOOD PARK,126.060672664921995,985.376406189090744
,SUBNEIGHBOURHOOD PARK,138.148429725166523,1144.990572793165711
,SUBNEIGHBOURHOOD PARK,201.897367367622337,2290.116153353690152
,SUBNEIGHBOURHOOD PARK,174.722334478258119,1855.250486595821940
,SUBNEIGHBOURHOOD PARK,176.909042641639672,1820.285801555092121
,NON-PARK,133.926003057539305,975.421615649012438
,NEIGHBOURHOOD PARK,1899.145341394679008,41621.037765136105008
BANTING AND BEST ELEM; SHERWOOD JR HIGH; MILICAN OGDEN OUTDOOR POOL; JACK SETTERS ARENA,DISTRICT PARK,1395.084747376699170,122028.604765302326996
,LINEAR PARK,184.478479877410280,821.378519828884691
,LINEAR PARK,184.212038724921001,821.181193855642391
,LINEAR PARK,112.915794413366669,684.680458748972569
,COMMUNITY PARK,835.245872841870096,37286.309784854725876
,NEIGHBOURHOOD PARK,773.786639399964315,34376.171824022370856
,NEIGHBOURHOOD PARK,967.249296602804179,29517.171228543051257
,NEIGHBOURHOOD PARK,1378.124235513939993,32308.608023268650868
,NEIGHBOURHOOD PARK,681.916162959467101,28403.100107254289469
HOLY CROSS ELEM & JR HIGH; VALLEY VIEW ELEM;  IAN BAZALGETTE JR HIGH,DISTRICT PARK,2162.755763340807789,157422.832209755229997
,SUBNEIGHBOURHOOD PARK,774.406596656943634,18784.475290244834468
,LINEAR PARK,94.972896102115811,414.787787882593648
,SUBNEIGHBOURHOOD PARK,161.001556670504215,1614.860849429514928
ROSE KOHN JIMMIE CONDON ARENA,COMMUNITY PARK,1589.252716088668649,76986.856922468505218
,COMMUNITY PARK,1280.235041210660711,72731.703813002794050
,DISTRICT PARK,1933.168739718769984,169216.764946683601011
LOUIS RIEL ELEM & JR HIGH; OAKRIDGE COMMUNITY ASSOC,COMMUNITY PARK,1765.288006443874337,77463.744784624534077
,NEIGHBOURHOOD PARK,870.932919797908994,42692.454561441656551
PINERIDGE COMMUNITY SCHOOL,NEIGHBOURHOOD PARK,715.887131821385651,31292.559994424369506
CALGARY MARLBOROUGH COMMUNITY ASSOC,NEIGHBOURHOOD PARK,782.356274810861805,38695.344644860495464
,SUBNEIGHBOURHOOD PARK,967.036907616550138,3022.494989262853778
LESTER B. PEARSON HIGH SCHOOL,DISTRICT PARK,1848.958407560775413,123014.829825583350612
QUARRY ROAD TRAIL,REGIONAL PARK,3401.545957698990151,122565.423282244068105
,SUBNEIGHBOURHOOD PARK,187.404682985431748,2311.098175278884810
,SUBNEIGHBOURHOOD PARK,196.175392211241018,2304.473015551514436
,SUBNEIGHBOURHOOD PARK,109.344804088994906,801.403461186228469
,LINEAR PARK,201.516302750452269,902.359104734170955
,NEIGHBOURHOOD PARK,1035.057254393187804,24990.713842884986661
STAMPEDE PATHWAY; SCOTMAN'S HILL,DISTRICT PARK,3798.532387297258083,139618.123524715279927
CONNECT CHARTER SCHOOL; LAKEVIEW COMMUNTY ASSOC,NEIGHBOURHOOD PARK,888.265506796315321,43367.033612952014664
,DISTRICT PARK,5596.465326377894598,198969.255943208700046
,DISTRICT PARK,2336.328983747259826,197514.171366650582058
EAGLE RIDGE GLENMORE RESERVIOR,DISTRICT PARK,2852.349449009323507,99265.070919901540037
,COMMUNITY PARK,987.818203094406954,54595.259537081234157
HAROLD PANABAKER JR HIGH; ETHEL M JOHNSON ELEM; SOUTHWOOD COMMUNITY ASSOC,COMMUNITY PARK,1277.405568392190389,100854.071421743836254
,SUBNEIGHBOURHOOD PARK,174.180087197336405,1016.476456742043865
,LINEAR PARK,1018.850160068233663,9086.130492409340150
16A STREET DEPOT,PARKS DEPOT,382.842845011680424,6776.532352161321796
PARKLAND FISH CREEK PARK BUFFER,LINEAR PARK,9260.359119469017969,106050.119509700045455
COL J FRED SCOTT ELEM; ST WILFRED ELEM; ANNE GALE JR HIGH; WHITEHORN COMMUNITY ASSOC,DISTRICT PARK,3071.558652306017848,162484.973457289219368
,LINEAR PARK,308.830197975067563,1727.512866544207782
APOSTLES OF JESUS SCHOOL,COMMUNITY PARK,1497.171882906851351,119319.441253615295864
,SUBNEIGHBOURHOOD PARK,220.406393819625265,2594.570890973127007
"NELSON MANDELA HIGH SCHOOL; GENESIS CENTRE, NECC",DISTRICT PARK,1898.795364215424570,199953.292867361655226
ANNIE FOOTE ELEM; ST THOMAS MOORE ELEM,DISTRICT PARK,1295.993277500627073,91725.091119630989851
,DISTRICT PARK,3554.614000849571767,272174.616609607881401
,SUBNEIGHBOURHOOD PARK,224.237421706050668,2721.852226650309603
,SUBNEIGHBOURHOOD PARK,396.570926916142639,7851.234473314437309
,COMMUNITY PARK,1534.132582556288753,64723.222032645862782
,COMMUNITY PARK,1529.325320600132045,78661.903614650364034
,COMMUNITY PARK,2011.128180724119375,92608.168878580909222
,SUBNEIGHBOURHOOD PARK,230.770218300350649,1387.348004135484871
TWELVE MILE COULEE SCHOOL,NEIGHBOURHOOD PARK,928.771825281768201,44663.546256140427431
BATTALION PARK SCHOOL; SIGNAL HILL COMMUNITY ASSOC,COMMUNITY PARK,1925.560997678199783,79113.399944205782958
TARADALE SCHOOL,COMMUNITY PARK,1438.484864972446303,53329.071143350207421
MONTEREY GREENWAY,REGIONAL PARK,9978.410990365435282,28470.801480103178619
,NEIGHBOURHOOD PARK,2584.441325399046946,47082.004579967964673
WILDFLOWER ART CENTRE; CALGARY LAWN BOWLING CLUB,NEIGHBOURHOOD PARK,795.025455575841534,29743.245287034387729
,NON-PARK,116.098623426691816,971.860916792306512
,SUBNEIGHBOURHOOD PARK,247.803212229830990,1834.973805379015175
,NEIGHBOURHOOD PARK,4369.288296571777209,47733.651656513538910
,SUBNEIGHBOURHOOD PARK,237.767719560414406,2777.916034478859274
,LINEAR PARK,114.400070610157172,767.038569069797290
,COMMUNITY PARK,1526.702792444845954,58074.050470532471081
,NEIGHBOURHOOD PARK,1331.428611728172882,35837.297059129596164
,COMMUNITY PARK,1370.192437917940879,97817.575542421443970
,NEIGHBOURHOOD PARK,888.845830189495018,43720.844139886314224
,NON-PARK,32.180513607819236,60.679917991004388
,SUBNEIGHBOURHOOD PARK,679.820728872098130,14156.818115236404992
,SUBNEIGHBOURHOOD PARK,107.917624586453343,769.870683242818018
,NEIGHBOURHOOD PARK,837.314431840377210,39265.104519914129924
,DISTRICT PARK,2852.464899223260545,154704.403388574894052
SIR WINSTON CHURCHILL HIGH; CAPT JOHN PALLISER ELEM; BREBEUF JR HIGH; SWC POOL; NOSE HILL LIBRARY,DISTRICT PARK,2140.924746265895919,181549.540439947100822
,SUBNEIGHBOURHOOD PARK,930.454574900552984,11998.955506133024755
,SUBNEIGHBOURHOOD PARK,228.836743142884643,2519.844625546368206
,SUBNEIGHBOURHOOD PARK,208.763052389369875,2247.315263418503491
EVERGREEN ELEM,NEIGHBOURHOOD PARK,931.820162488091228,43603.808767473492480
OUR LADY OF THE EVERGREENS,COMMUNITY PARK,1303.598374587340913,51875.026153121871175
,COMMUNITY PARK,1699.856747784466052,52263.738660268885724
,SUBNEIGHBOURHOOD PARK,390.349350829722880,2678.610314819148698
,SUBNEIGHBOURHOOD PARK,183.958192876127043,1128.908004386097673
,SUBNEIGHBOURHOOD PARK,335.146069994816969,2614.278812034212478
,SUBNEIGHBOURHOOD PARK,183.639761077401488,1273.400117709862798
,NEIGHBOURHOOD PARK,1065.500845523105454,30567.490232860152901
,SUBNEIGHBOURHOOD PARK,249.322243623598183,3311.903984346979087
,SUBNEIGHBOURHOOD PARK,1218.650583901135860,15393.579690031518112
,SUBNEIGHBOURHOOD PARK,696.919415058529125,19662.233199253852945
,COMMUNITY PARK,1262.012072216595698,60246.943882514191500
,SUBNEIGHBOURHOOD PARK,1179.554731581288252,10073.379252688404449
,DISTRICT PARK,3002.547883057922718,133592.042358139646240
,NEIGHBOURHOOD PARK,1068.498784171996704,19646.011557645455468
,SUBNEIGHBOURHOOD PARK,333.608282425543337,5167.064549570917734
,SUBNEIGHBOURHOOD PARK,150.485732366859878,1244.683213590004243
,SUBNEIGHBOURHOOD PARK,755.012560156563268,13903.247286000998429
,SUBNEIGHBOURHOOD PARK,883.160276846930401,6674.044033434609446
,NEIGHBOURHOOD PARK,778.048980774945221,31473.087466283719550
,NEIGHBOURHOOD PARK,937.790980534145774,40805.983228046257864
,SUBNEIGHBOURHOOD PARK,839.493737161174863,13605.019995397329694
CHRIST THE KING ELEM & JR HIGH,COMMUNITY PARK,1170.939574286444667,51712.620534130677697
,SUBNEIGHBOURHOOD PARK,261.946709134047808,4044.313622096933159
,SUBNEIGHBOURHOOD PARK,531.786692961977224,5513.440222500049458
,SUBNEIGHBOURHOOD PARK,1823.962177958510892,20968.183338517570519
,LINEAR PARK,932.866726078098395,5609.372315208818691
,SUBNEIGHBOURHOOD PARK,248.521565940724287,3201.553808464851045
,SUBNEIGHBOURHOOD PARK,341.524616531309448,3787.784315658335345
ALL SAINTS HIGH SCHOOL,COMMUNITY PARK,1307.240725486169595,79872.198154387311661
,SUBNEIGHBOURHOOD PARK,328.931395399638518,6329.943464687557025
WEST CONFEDERATION PARK DEPOT,PARKS DEPOT,101.174718620469278,577.610316994656159
,NEIGHBOURHOOD PARK,2188.858988109628172,29056.843760824776837
,LINEAR PARK,672.521438982184463,5234.964210714430919
,SUBNEIGHBOURHOOD PARK,362.203955515612790,6207.577040503675562
,SUBNEIGHBOURHOOD PARK,120.065663983174176,768.605686029920776
,SUBNEIGHBOURHOOD PARK,245.885484478456732,3134.140306170333133
,NEIGHBOURHOOD PARK,2900.539558465136906,31771.458935356913571
,SUBNEIGHBOURHOOD PARK,303.054805072190334,3393.217507553097221
,COMMUNITY PARK,1392.504819623625508,57717.669452377405833
,SUBNEIGHBOURHOOD PARK,725.504462291119012,8593.381152511203254
,SUBNEIGHBOURHOOD PARK,154.519572861058975,707.288199729205644
ST ELIZABETH SETON ELEM & JR HIGH,NEIGHBOURHOOD PARK,965.333240481025086,40977.676465600299707
,NEIGHBOURHOOD PARK,1163.687838396682537,24640.703178273015510
DR MARTHA COHEN SCHOOL,COMMUNITY PARK,1177.598075933926339,71743.347531683088164
ST MARGUERITE ELEM,COMMUNITY PARK,1114.755483679359259,62588.306881719348894
,SUBNEIGHBOURHOOD PARK,830.502103392050799,19599.266313779633492
,NEIGHBOURHOOD PARK,1597.976851066538302,31581.468592412660655
,SUBNEIGHBOURHOOD PARK,818.563075735486336,18053.199572928013367
RIVERBEND SCHOOL; RIVERBEND COMMUNITY ASSOC,COMMUNITY PARK,1429.100892845197677,74774.812403557341895
,SUBNEIGHBOURHOOD PARK,216.055574452301272,2565.098318728617414
,COMMUNITY PARK,1617.301264216860773,52539.226422256913793
,SUBNEIGHBOURHOOD PARK,253.590238507445065,2968.056708880764290
,SUBNEIGHBOURHOOD PARK,282.936675212575039,3832.635648507678980
,COMMUNITY PARK,2330.329945159396175,38592.862865346927720
,SUBNEIGHBOURHOOD PARK,985.844788136062448,7879.827917524798977
,SUBNEIGHBOURHOOD PARK,396.528340512594525,8929.627149475889382
,SUBNEIGHBOURHOOD PARK,421.284603947143808,8658.343845910838354
,COMMUNITY PARK,538.079530542747193,6991.321729894166310
,SUBNEIGHBOURHOOD PARK,460.495881015010582,4498.581166565382773
LAKESHORE SCHOOL,COMMUNITY PARK,972.889982436962327,50627.494399369970779
MOUNTAIN PARK JR HIGH,COMMUNITY PARK,1713.396109317193805,56087.271478084658156
,SUBNEIGHBOURHOOD PARK,1138.420689918736798,19009.192195283696492
,SUBNEIGHBOURHOOD PARK,1318.173312210684571,10487.927763125071579
,SUBNEIGHBOURHOOD PARK,904.423408482226591,8253.973237661684834
,SUBNEIGHBOURHOOD PARK,317.954076025658878,2579.730751105911168
,SUBNEIGHBOURHOOD PARK,1053.512165547107998,10682.168387509282184
,SUBNEIGHBOURHOOD PARK,361.525436934989614,3996.546640453992040
,SUBNEIGHBOURHOOD PARK,342.050103213735326,4455.757180172703556
,SUBNEIGHBOURHOOD PARK,1128.875698571510839,10788.730357425532929
,SUBNEIGHBOURHOOD PARK,234.663472048998415,3110.204317449502014
,NEIGHBOURHOOD PARK,846.023863067205639,24261.921095654968667
,SUBNEIGHBOURHOOD PARK,296.357271451459042,2467.706225382547018
,LINEAR PARK,845.783537723806944,4999.817939400506475
,SUBNEIGHBOURHOOD PARK,243.817883977300852,1060.236347510871383
MEMORIAL DRIVE PATHWAY,REGIONAL PARK,1565.673515897393145,19341.142916926441103
,SUBNEIGHBOURHOOD PARK,194.367929100000907,2190.790090346590205
,SUBNEIGHBOURHOOD PARK,247.697264012502785,2133.973950163646350
,NEIGHBOURHOOD PARK,2310.940033569685511,26180.375271431694273
,LINEAR PARK,135.195427181171510,994.295742695761760
RUNDLE SCHOOL,NEIGHBOURHOOD PARK,1283.121856042679156,37794.444728980801301
CECIL SWANSON ELEM,NEIGHBOURHOOD PARK,1085.497695187675617,34796.677173812073306
HOLY CHILD SCHOOL,COMMUNITY PARK,993.174867930187361,50624.514116541417025
TEMPLE COMMUNITY ASSOC,DISTRICT PARK,1184.435482823253324,59789.920298750344955
,SUBNEIGHBOURHOOD PARK,265.298077788779437,4490.895528860696686
,COMMUNITY PARK,2222.713527869146674,56489.233826315867191
,SUBNEIGHBOURHOOD PARK,226.130271322300899,1581.058175836460350
,NEIGHBOURHOOD PARK,914.361954435412486,20394.267296388767136
,NEIGHBOURHOOD PARK,613.739936085482782,14639.077440818020477
,NEIGHBOURHOOD PARK,562.059322473675365,17464.933887672039418
,NEIGHBOURHOOD PARK,824.901976263511642,42561.501518164448498
ECOLE DE LA SOURCE,COMMUNITY PARK,700.418579923726952,28528.453214462038886
,COMMUNITY PARK,2413.475007834315875,112517.455982399624190
,SUBNEIGHBOURHOOD PARK,854.985376360756845,6281.425155940326476
,SUBNEIGHBOURHOOD PARK,191.608814538774681,2122.592586334476437
ARCHER ISLAND,NON-PARK,710.046484001875001,17044.040323702185560
,SUBNEIGHBOURHOOD PARK,249.625834789489147,2161.248665392640305
,SUBNEIGHBOURHOOD PARK,262.478598789805687,4138.642897626407830
,NEIGHBOURHOOD PARK,3498.198471591894759,32787.062444361741655
DIVINE MERCY ELEM,COMMUNITY PARK,962.098878475447464,49914.201897081693460
NEW BRIGHTON SCHOOL,COMMUNITY PARK,1541.649666408548455,52119.614488340397656
,SUBNEIGHBOURHOOD PARK,476.024116418809911,2958.427397272510461
,SUBNEIGHBOURHOOD PARK,376.034849525519974,2928.343254328570765
,SUBNEIGHBOURHOOD PARK,441.154306618289240,4966.268245125729663
,SUBNEIGHBOURHOOD PARK,195.698752098425501,2219.897387218942640
,SUBNEIGHBOURHOOD PARK,509.381967371470125,9798.215102975467744
